County,District,Exemp_12.13,Exemp_13.14,Exemp_14.15,Exemp_15.16,Exemp_16.17,Exemp_17.18,Type,Pop_16
nueces,our lady of perp help,0,0,0,0,0,0,o,206
nueces,port aransas isd,1.33,0.6,NA,1.34,1.27,0.86,h,552
nueces,robstown isd,0.03,0.03,0,0.08,0.04,0,g,2797
nueces,seashore charter schools,3.68,4.13,4.25,4.62,3.68,4.1,i,489
nueces,st anthony school,0,0,0,0,NA,0,i,NA
nueces,st patrick school,0,0,0,0,0,0,o,275
nueces,st pius x school,0.73,0,0,0,0,0,o,180
nueces,st. james episcopal school,NA,2.01,2.84,2.89,4.03,1.32,o,NA
nueces,sts cyril and methodius sch,0,0,NA,0,0,0,o,NA
nueces,tuloso-midway isd,0.05,0.32,0.29,0.34,0.39,0.46,d,3850
nueces,west oso isd,0,0.05,NA,0.05,0,0.1,d,2057
ochiltree,perryton isd,0.35,0.43,0.21,0.13,0.26,0.42,g,2330
oldham,adrian isd,0,1,1.79,0,0,0,h,138
oldham,boys ranch isd,1.26,0.96,0.36,0,0.74,0.33,h,270
oldham,vega isd,1.46,0.88,1.16,2.31,1.66,2.28,f,375
oldham,wildorado isd,3.96,1.01,5.75,2.97,1.72,1.46,h,118
orange,bridge city isd,0.19,NA,1.28,1.5,1.72,1.76,g,2953
orange,little cypress-mauriceville cisd,1.08,0.12,1.28,1.17,1.46,1.55,e,3355
orange,orangefield isd,0.24,0.35,0.4,0.35,0.4,0.74,d,1759
orange,st mary sch,NA,0.62,NA,0.87,0,0,o,NA
orange,vidor isd,0.3,0.46,0.55,0.21,0.91,0.44,d,4818
orange,west orange-cove cisd,0.3,0.05,0,0.05,0.14,0.19,g,2449
palo pinto,community christian school,1.04,1.75,0.42,2.63,6.49,6.12,o,81
palo pinto,graford isd,1.32,0.63,0.3,0,0.28,0.3,h,349
palo pinto,mineral wells isd,0.55,0.69,0.74,0.68,0.74,1.05,e,3230
palo pinto,palo pinto isd,2.5,2.63,2.44,2.13,4.27,5.41,h,108
palo pinto,santo isd,2.05,2.48,2.64,2.59,2.04,2.55,h,485
palo pinto,strawn isd,1.01,1.03,1.84,2.5,3.51,2.42,h,165
panola,beckville isd,0.16,0.3,0.3,0.3,0.63,0.64,h,674
panola,carthage isd,0.35,0.27,0.15,0.39,0.46,0.66,g,2730
panola,gary isd,NA,NA,NA,0,0.42,NA,f,498
panola,panola charter school,2.37,1.37,1.94,4.76,5.93,3.4,i,118
parker,aledo isd,1.07,1.2,1.6,1.49,1.92,2.25,b,5443
parker,brock isd,1.76,2.08,1.75,1.82,2.15,2.17,d,1337
parker,crosstimbers academy,0.96,NA,NA,0,1.18,0,i,86
parker,garner isd,NA,0.91,NA,0.61,0,0.56,h,200
parker,millsap isd,NA,0.62,0.56,0.88,0.54,1.15,h,974
parker,peaster isd,0.68,2.19,2.47,1.55,2.01,2.34,d,1119
parker,poolville isd,0.82,0.59,NA,0.82,0.96,1,h,553
parker,springtown isd,0.46,0.75,0.75,0.87,1.12,1.05,d,3477
parker,trinity christian academy willow park,3.08,5.05,4.09,3.1,3.64,4.44,o,430
parker,victory baptist academy,NA,NA,NA,NA,6.58,12.18,o,NA
parker,weatherford isd,0.55,0.95,1.27,1.24,1.46,1.37,c,8021
parmer,bovina isd,0,0.23,0,0.41,0.81,NA,h,499
parmer,farwell isd,1.38,1.69,0.72,1.09,1.12,1.3,h,539
parmer,friona isd,0.45,0.19,0.37,0.37,0.29,0.1,g,1141
parmer,lazbuddie isd,0.55,1.09,2.06,4.74,4.23,3.47,h,189
pecos,buena vista isd,NA,0,0,1.01,0.87,1.73,h,230
pecos,fort stockton isd,0.09,0.3,0.16,0.12,0.21,0.25,g,2464
pecos,iraan-sheffield isd,0.51,0.48,0.49,0.5,0.89,NA,h,529
polk,big sandy isd,1.07,0.82,0.82,0.97,0.4,1.04,h,529
polk,corrigan-camden isd,0.21,0.58,0.65,0.21,0.22,0.24,g,918
polk,goodrich isd,1.89,2.7,2.93,2.58,2.86,2.46,h,227
polk,leggett isd,2.14,2.94,0,0,0,0.55,h,163
polk,livingston isd,0.15,0.23,0.38,0.46,0.31,0.93,e,4069
polk,onalaska isd,0.11,0.22,0.47,0.64,1.02,0.1,g,1027
potter,amarillo isd,0.69,0.77,0.81,0.82,1.06,1,c,33537
potter,ascension academy,4.6,1.86,0.92,0.46,0.51,1.72,o,151
potter,bushland isd,2.21,2.24,2.33,1.34,2.95,3.16,d,1520
potter,highland park isd,0.24,1.07,1.31,0.37,1.36,1.65,b,926
potter,holy cross catholic academy,0,0,0,0,NA,0,o,NA
potter,river road isd,0.55,0.56,0.38,1.3,1.4,0.47,d,1289
potter,san jacinto christian academy amarillo,9.62,6.37,6.38,3.37,NA,11.14,o,NA
potter,st joseph elementary sch,0.61,0,0,1.18,0,0,o,119
potter,st mary's school,3.47,2.86,0.64,0,0,0,o,215
potter,st. andrew's episcopal school amarillo,4.15,6.36,4.33,5.43,4.59,5.29,o,300
potter,trinity lutheran school amarillo,NA,1.41,NA,NA,1.14,4.95,o,NA
presidio,marfa isd,0,0,0.62,0.93,0.61,1.02,h,357
presidio,presidio isd,0.07,0.07,0,0,0,0.16,g,1344
rains,rains isd,0.31,0.45,1.16,2.85,1.96,NA,g,1686
randall,canyon isd,1.3,1.47,1.67,1.66,1.75,1.85,c,9862
reagan,reagan county isd,0,0.12,0,0,0,0,d,851
real,big springs charter school,0.58,0,0,0,0,1.71,i,204
real,leakey isd,1.14,1.85,2.12,2.87,2.19,0,h,302
red river,avery isd,1.08,0.86,0.86,1.43,0.3,0.89,h,361
red river,clarksville isd,0,0,0.16,0,0.39,0.21,h,528
red river,detroit isd,0,0,0,0.19,0,0.19,h,532
red river,rivercrest isd,2.63,3.18,3.18,2.83,3.02,1.81,h,656
reeves,balmorhea isd,1.27,1.26,0,0,0,0,h,162
reeves,pecos-barstow-toyah isd,0.28,0.31,0.38,0.33,0.41,0.39,g,2486
refugio,austwell-tivoli isd,0,1.88,1.85,1.99,1.36,1.59,h,148
refugio,refugio isd,0.72,0.68,0.54,0.56,0.57,0.3,h,740
refugio,woodsboro isd,1.06,NA,1.17,0.81,1.44,3.01,h,511
roberts,miami isd,1.46,0,0,0,0,0,h,195
robertson,bremond isd,0.97,0.23,NA,0.42,0.45,NA,h,470
robertson,calvert isd,0,73.37,0,0,0,0,h,167
robertson,franklin isd,0.5,0.18,0.19,0.36,0.53,0.48,d,1213
robertson,hearne isd,0,0,0,0.12,0.12,0,d,879
robertson,mumford isd,0.19,0.19,0.19,0.19,0.36,0.36,h,627
rockwall,heritage christian academy rockwall,3.78,3.45,3.11,3.17,4.68,4.52,o,374
rockwall,rockwall isd,1.27,1.39,1.32,1.45,1.75,2.06,d,15822
rockwall,royse city isd,1.35,1.47,1.58,1.5,1.65,1.62,d,5464
rockwall,the fulton school,1.24,0.65,0.96,2.44,NA,NA,o,NA
runnels,ballinger isd,1.34,1.43,1.21,1.34,1.24,0.93,g,937
runnels,miles isd,0.7,0.71,0.95,1,0.91,0.7,h,455
runnels,olfen isd,NA,NA,NA,NA,1.43,0,h,77
runnels,winters isd,0.7,0.35,0.36,0.76,0.74,0.79,h,575
rusk,carlisle isd,0,0,0,0.34,0.5,1.02,h,648
rusk,full armor christian academy,NA,0,1.08,2.96,0.74,3.13,o,NA
rusk,henderson isd,0.06,0,0.09,0.18,0.3,0.46,e,3417
rusk,laneville isd,0,0,0,0.55,0,0,h,187
rusk,leveretts chapel isd,0,0,0.72,0,0,0,h,260
rusk,mount enterprise isd,1.06,1.09,0.73,0.72,1.9,0.96,h,423
rusk,overton isd,0,0.18,0,0,0,0,h,521
rusk,tatum isd,0.18,0.35,0.41,0.24,0.37,0.25,d,1678
rusk,west rusk isd,0.21,0.19,0.19,0.18,0.46,0.67,o,1112
sabine,brookeland isd,0.52,0,0.74,1.45,2.13,4.09,h,417
sabine,hemphill isd,0.12,0.48,0.12,0.34,0.34,0.58,g,916
sabine,west sabine isd,0.49,0.29,0.31,0.61,0.63,0.63,h,672
san augustine,broaddus isd,1.14,1.9,1.19,1.3,1.58,1.03,h,408
san augustine,san augustine isd,0,0,0,0,0,0,g,741
san jacinto,coldspring-oakhurst cisd,1.05,0.47,0.65,0.48,0.8,0.69,e,1492
san jacinto,shepherd isd,0.06,0.22,0.38,0.66,0.47,0.48,e,1917
san patricio,aransas pass isd,0.29,0.29,0.28,0,0.28,NA,d,1806
san patricio,gregory-portland isd,1.37,1.59,0.91,1.04,0.97,0.98,d,4587
san patricio,ingleside isd,0.27,0.35,0.23,0.31,0.45,0.37,d,2274
san patricio,mathis isd,0.19,0,0,0,0.19,0.26,g,1684
san patricio,odem-edroy isd,0,0,0,0.29,0.11,0,g,1014
san patricio,sinton isd,0.1,0.14,0.14,0.23,0.24,0.24,e,2164
san patricio,taft isd,0.39,0.29,0.45,0.28,0.18,0,d,1119
san saba,cherokee isd,4.92,2.33,0.88,0.91,3.36,3.51,h,110
san saba,richland springs isd,0,0,0,0,0,3.15,h,120
san saba,san saba isd,0.76,0.76,0.76,0.74,0.89,1.32,h,732
schleicher,schleicher isd,0.18,0.18,0.35,0.18,0.56,NA,h,570
scurry,hermleigh isd,0,0,0.9,0.87,0.88,1.27,h,245
scurry,ira isd,0,0,0.77,0.72,0.37,0.78,h,268
scurry,snyder isd,0,0.15,0.11,0.15,0.19,0.22,g,2833
shackelford,albany isd,1.07,0.65,0.87,1.22,2.07,2.37,h,518
shackelford,moran isd,4.88,0.5,4,3.15,3.6,NA,h,119
shelby,center isd,0.08,0,0.08,0.08,0.08,0.29,e,2772
shelby,excelsior isd,0,1.15,1.15,1.08,1.19,1.11,h,93
shelby,joaquin isd,0.28,0.57,0.72,0.57,0.87,1.76,h,691
shelby,shelbyville isd,0,0.12,0,0.12,0.13,0.13,g,778
shelby,tenaha isd,0,0,0,0.19,0,0,f,579
shelby,timpson isd,0,0,0,0,0,0,h,628
sherman,stratford isd,1.09,1.39,0.36,0.36,0.19,0.36,h,580
sherman,texhoma isd,0,0,0,0.7,0.6,0.57,f,188
smith,all saints episcopal school of tyler,1.21,0.57,0.29,0.62,0.71,1.11,o,642
smith,arp isd,0.12,0.36,NA,0.38,0.12,0.33,g,847
smith,bishop t k gorman catholic sch,NA,NA,0,NA,0,0,o,NA
smith,bullard isd,1.04,1.26,1.31,0.79,1.94,2.24,d,2549
smith,chapel hill isd,0.26,0.14,0.39,0.08,0.11,0.11,d,3652
smith,chapel hill isd,0.26,0.14,0.39,0.08,0.11,0.11,g,3652
smith,east texas christian academy elementary,2.36,4.07,3.76,7.39,7.65,NA,o,200
smith,grace community school,1.45,1.34,0.62,1.89,1.86,2.74,o,905
smith,lindale isd,1.09,1.19,1.75,1.95,2.27,2.41,d,4046
smith,st. gregory catholic school,NA,0.37,0,0,0,0.47,o,NA
smith,the brook hill school,2.14,2.05,2.16,0.16,2.09,1.74,o,650
smith,troup isd,0.84,0.77,0.78,1.15,0.92,1.05,g,1085
smith,tyler isd,0.32,0.38,0.52,0.63,0.65,0.87,c,18130
smith,ut tyler innovation academy,2.53,6.21,6.42,7.48,8.49,7,i,636
smith,whitehouse isd,1,1.29,1.19,1.25,1.25,1.75,d,4731
smith,winona isd,0.61,0.82,0.87,0,0.1,0,d,1037
somervell,brazos river charter school,0,0,0,0,NA,0,i,228
somervell,glen rose isd,0.93,1.08,1.62,1.9,1.99,2.77,g,1759
starr,immaculate conception sch,0,0,0,0,0,NA,o,216
starr,rio grande city cisd,0,0,0,0.02,0.03,0.04,d,10812
starr,roma isd,0,0,0,0,0,0,e,6551
starr,san isidro isd,0,0,0,0,0,0,h,244
stephens,breckenridge isd,0.27,0.35,0.29,0.35,0.43,1.19,g,1493
sterling,sterling city isd,0,0.33,0.31,0,0,1.69,h,294
stonewall,aspermont isd,0.43,0,1.87,0,0,0.44,h,249
sutton,sonora isd,0,0,0,0,0.13,0.52,g,834
swisher,happy isd,0,0,0,0,1.18,3.98,h,252
swisher,kress isd,0.42,0.53,0.49,0,0,0,h,261
swisher,tulia isd,0.45,0.72,0.65,0.1,0.19,0.19,g,1122
tarrant,al-hedayah academy,0,2.6,NA,NA,NA,NA,o,NA
tarrant,all saints catholic el,0,0,0,0,0,NA,o,114
tarrant,all saints episcopal school fort worth,0.25,0.84,1.8,1.01,1.06,1.36,o,1004
tarrant,alliance christian academy,NA,NA,18.44,17.94,40.95,18.07,o,NA
tarrant,arlington classics academy,0.85,1.88,1.87,2.01,2.29,2.54,i,1486
tarrant,arlington isd,0.45,0.61,0.7,0.87,0.94,1.05,a,62181
tarrant,azle isd,0.78,0.72,1.23,1.25,1.26,1.12,b,6345
tarrant,bethesda christian school,3.5,4.88,5.63,7.56,7.57,8.33,o,400
tarrant,birdville isd,0.95,0.82,2.28,0.99,1.14,1.37,b,23857
tarrant,burton adventist acad,0.31,0,3.79,3.03,3.86,4.42,o,300
tarrant,calvary christian academy,3.67,5.16,5.67,6.38,7.64,8.88,o,394
tarrant,carroll isd,1.35,1.41,1.62,1.76,1.81,2.09,b,8208
tarrant,cassata high school,0,0,0,0,0,0,o,139
tarrant,castleberry isd,0.83,0.03,0,0.05,0.05,0.33,b,4003
tarrant,chapel hill academy,0.22,1.07,1.47,0.79,0.62,0.42,i,518
tarrant,children's university school,0,1.35,0,1.96,2.73,1,o,362
tarrant,christian life preparatory,NA,12.5,NA,NA,14.24,16.88,o,NA
tarrant,covenant christian academy,4.16,4.78,4.02,5.18,5.99,5.92,o,735
tarrant,covenant classical school,NA,NA,NA,NA,2.6,13.96,o,NA
tarrant,crowley isd,0.43,0.55,0.86,0.65,1.03,1,b,15215
tarrant,crown of life lutheran school,3.96,4.44,2.25,1.37,8.49,13.83,o,150
tarrant,e.a. young academy,NA,NA,NA,NA,2.7,4.05,o,NA
tarrant,eagle mt-saginaw isd,1.04,1.12,0.93,1.3,1.19,1.29,b,19653
tarrant,east fort worth montessori academy,2.9,2.66,3.4,1.02,3.39,1.63,i,520
tarrant,everman isd,0.02,0.21,0.08,0.17,0.11,0.16,b,5889
tarrant,faith christian school,6.26,6.19,7.4,7.12,7.55,8.61,o,724
tarrant,fellowship academy,3.86,3.41,3.38,2.64,3.09,2.67,o,390
tarrant,fort worth academy,25.35,0,2.09,2.09,2.04,1.96,o,230
tarrant,fort worth academy of fine arts,NA,1.53,5.03,3.06,2.35,0.87,i,569
tarrant,fort worth christian school,1.66,1.41,1.85,2.07,2.2,1.95,o,870
tarrant,fort worth country day,0.18,0.27,0.18,0,0,0,o,1116
tarrant,fort worth isd,0.27,0.16,0.18,0.24,0.26,0.47,a,87428
tarrant,grace preparatory academy,5.67,2.97,4.26,4.79,7.77,NA,o,448
tarrant,grapevine-colleyville isd,1.6,0.03,1.97,1.84,2.07,2.24,b,13857
tarrant,harmony school of innovation,NA,0,0.33,0.11,NA,NA,o,NA
tarrant,harmony school of innovation- euless,NA,NA,0.48,0.31,NA,NA,o,NA
tarrant,harmony science acad (fort worth),0.66,1.21,1.25,1.13,NA,NA,i,NA
tarrant,harmony science academy - euless,0.38,0.47,0.5,0.32,NA,NA,o,NA
tarrant,harvest child development center,NA,NA,NA,3.45,NA,NA,o,NA
tarrant,harvest christian academy,2.78,1.68,3.11,2.97,4,9.18,o,442
tarrant,high point academy,NA,NA,NA,4.76,5.47,6.61,o,809
tarrant,high point preparatory academy,NA,0,NA,NA,NA,NA,o,NA
tarrant,hill school of ft worth,0,0.57,0,0,0,2.72,o,167
tarrant,hill school of grapevine,NA,0,NA,NA,NA,NA,o,NA
tarrant,holy family catholic sch,0,0,0,0,0,0,o,213
tarrant,holy rosary catholic school,0,0,0,0,0,0,o,441
tarrant,holy trinity catholic sch,0,0,0,0,0,0,o,337
tarrant,hurst-euless-bedford isd,0.88,0.98,1.14,1.19,1.35,1.52,b,23120
tarrant,jean massieu academy,0,0,0,0.56,0.56,0,i,193
tarrant,keller isd,1.12,1.18,2.06,1.98,2.05,2.45,b,34660
tarrant,kennedale isd,0.52,0.54,0.88,1.07,1.28,1.54,b,3140
tarrant,key school,4.76,NA,NA,NA,NA,5.26,o,NA
tarrant,lake country christian school,1.06,1.01,1.94,3.85,5.2,7.89,o,414
tarrant,lake worth isd,0.61,0.39,0.6,0.69,0.71,0.87,b,3507
tarrant,mansfield isd,0.85,0.85,0.92,0.98,1.2,1.25,b,34309
tarrant,merryhill school arlington,NA,NA,0,NA,NA,NA,o,NA
tarrant,messiah classical academy,NA,5.59,NA,9.57,15.85,19.7,o,NA
tarrant,montessori academy,2.56,8.25,NA,17.05,NA,NA,o,NA
tarrant,montessori children's house,NA,NA,7.08,6.19,7.44,9.6,o,NA
tarrant,nazarene christian academy,2.11,2.31,4.03,NA,6.16,4.92,o,NA
tarrant,newman international academy of arlingto,3.03,1.54,2.86,2.02,1.81,2.42,o,875
tarrant,nolan catholic h s,0,0,0,0,0,0,o,940
tarrant,northwest isd,1.69,1.98,2.07,2.36,2.7,2.84,d,20900
tarrant,our lady of victory sch,0,0,0,0,0,0,o,87
tarrant,our mother of mercy sch,0,NA,NA,NA,NA,NA,o,NA
tarrant,pantego christian academy,3.19,2.82,1.7,3.4,3.73,2.29,o,750
tarrant,pantego christian academy mansfield,NA,2.8,2.13,2.15,1.09,4.65,o,NA
tarrant,park row christian academy,0,1.18,NA,4.17,3.33,8.45,o,NA
tarrant,prime prep academy,0.68,NA,NA,NA,NA,NA,i,NA
tarrant,primrose school of heritage,NA,NA,NA,NA,2.82,1.25,o,NA
tarrant,primrose school of hidden lakes,NA,NA,0,0,1.04,1.05,o,NA
tarrant,primrose school of keller,2.78,NA,NA,NA,NA,NA,o,NA
tarrant,saint peter's classical school,NA,5.33,6.94,2.99,NA,NA,o,NA
tarrant,southwest christian el,1.28,0.95,1.32,0.82,1.27,2.16,o,900
tarrant,st andrew catholic sch,0,0,0,0,0,0,o,696
tarrant,st elizabeth ann seton school,0,0,0,0,0,0,o,485
tarrant,st george catholic sch,0,0,0,0,0,0,o,143
tarrant,st john the apostle catholic sch,0,0,0,0,0,0,o,262
tarrant,st maria goretti catholic sch,0,0,0,0,0,0,o,407
tarrant,st paul lutheran school ft worth,1.4,1.75,3.07,2.34,1.67,2.6,o,205
tarrant,st peter the apostle catholic sch,0,0,0,0,0,0,o,72
tarrant,st rita catholic sch,0,0,0,0,0,0,o,172
tarrant,st. paul's prep academy,4.49,NA,0,4.39,3.49,NA,o,NA
tarrant,st. vincent's episcopal school,1.69,9.2,1.28,0,NA,NA,o,NA
tarrant,temple christian sch,3.62,3.94,4.47,NA,NA,4.04,o,NA
tarrant,texas elementary school of the arts,1.71,1.53,5.03,3.06,NA,NA,o,NA
tarrant,texas school of the arts,NA,2.13,1.47,NA,2.35,0.87,o,342
tarrant,the clariden school,4.3,1.1,NA,NA,NA,5.75,o,NA
tarrant,the jane justin school of the child stud,NA,NA,NA,NA,0,1.49,o,NA
tarrant,the oakridge school,1,1.1,1.53,0.9,1.2,1.22,o,837
tarrant,treetops school international,6.4,8.45,7.16,8.93,9.64,7.94,i,415
tarrant,trinity valley school,1.03,1.05,1.77,1.75,1.96,1.94,o,964
tarrant,waypoint montessori school,NA,NA,NA,6.67,18.63,9.64,o,NA
tarrant,westlake academy charter school,2.24,3.59,3.66,3.37,3.44,2.46,i,843
tarrant,white settlement isd,0.65,0.76,0.96,1.18,1.35,1.53,b,6797
taylor,abilene christian school,1.45,1.78,3.79,3.64,4.36,3.9,o,341
taylor,abilene isd,0.15,0.48,0.48,0.41,0.55,0.71,c,17030
taylor,jim ned cisd,1.2,1.82,2.15,1.86,1.92,1.83,g,1166
taylor,merkel isd,0.45,0.68,0.84,0.58,0.67,0.74,d,1105
taylor,st. john's episcopal school,2.69,5.19,4.26,0.96,0.99,0.92,o,263
taylor,trent isd,1.24,0,0.51,0.96,0,0.64,h,196
taylor,wylie isd,0.68,0.89,0.92,0.78,0.96,1.28,d,4253
terrell,terrell county isd,0,1.67,1.54,1.33,0,0,h,146
terry,brownfield isd,0,0,0,0,0.36,0.12,g,1840
terry,meadow isd,0.31,0.33,0.3,0,0,NA,h,318
terry,wellman-union cisd,0,0,0,0,1.08,2.77,h,280
throckmorton,throckmorton isd,1.06,1.03,0,0.61,0,0,h,155
throckmorton,woodson isd,0,2.2,0,0.72,0.67,3.13,h,153
titus,chapel hill isd,1.12,1.24,1.45,1.69,1.07,1.78,d,1025
titus,harts bluff isd,1.06,1.01,0.74,0.92,0.54,0.34,h,578
titus,mount pleasant isd,0,0.06,0.12,0.26,0.17,0.08,e,5329
titus,winfield isd,0,0,0,0,0,0,h,168
tom green,ambleside school of san angelo,NA,NA,NA,1.37,4,NA,o,NA
tom green,angelo catholic sch,0,0,1.87,2.53,2.41,1.94,o,99
tom green,christoval isd,0.67,1.06,2.4,2.69,2.1,NA,h,487
tom green,cornerstone school,0.42,0,NA,0,2.86,3.38,o,NA
tom green,grape creek isd,0,0.2,0.19,0.19,0.19,0.18,d,1126
tom green,san angelo christian academy,0,1.25,0,0,1.08,1.14,o,80
tom green,san angelo isd,0.2,0.35,0.37,0.51,0.46,0.58,c,14629
tom green,texas leadership,NA,NA,NA,NA,1.73,1.97,i,NA
tom green,tlc academy,0.52,0.77,1.25,1.5,NA,NA,o,NA
tom green,trinity lutheran school san angelo,NA,1.43,0,1.25,5,4.44,o,NA
tom green,veribest isd,1.27,1.54,1.12,0.41,0.39,1.49,h,261
tom green,wall isd,0.29,0.18,0.46,0.73,0.63,0.8,d,1102
tom green,water valley isd,0,0,0,0.61,1.27,3.5,h,321
travis,abercorn international school,NA,NA,NA,5.8,NA,NA,o,NA
travis,ace academy,12.82,10.97,8.05,2.08,4.81,4.17,o,140
travis,aesa prep academy,NA,NA,NA,20.65,20.19,14.58,o,NA
travis,american youthworks charter school,0,0.5,NA,NA,NA,NA,i,NA
travis,austin achieve public schools,0,0,NA,0.18,0,0,i,702
travis,austin discovery school,25.81,34.49,26.73,30.06,31.65,32.18,i,557
travis,austin isd,1.42,1.6,1.75,2.02,2.17,2.25,a,83067
travis,austin jewish academy,1.54,1.69,4.1,3.97,3.85,NA,o,130
travis,austin montessori school,9.18,NA,18.01,17.22,19.21,21.96,o,NA
travis,austin peace academy,1.44,0,0,4.19,0,0,o,337
travis,austin waldorf school,47.84,48.21,47.79,40.51,48.98,49.01,o,385
travis,bannockburn christian academy,2.63,2.9,NA,8.6,15.79,NA,o,NA
travis,brentwood christian elementary,5.8,3.87,3.59,4.63,1.64,NA,o,760
travis,cathedral school of st. mary,NA,NA,0,0,0.51,NA,o,NA
travis,cedars international academy,0.65,0.57,0.52,1.56,1.51,2.59,i,455
travis,chaparral star academy,NA,NA,NA,12.61,12.96,13.12,i,378
travis,concordia high school austin,NA,2.73,1.55,3.57,3.52,5.79,o,NA
travis,del valle isd,0.15,0.31,0,0.36,0.34,0.52,b,11278
travis,eanes isd,3.25,0.96,3.8,3.64,3.97,4.01,b,8134
travis,east austin college prep academy,NA,NA,NA,NA,0.15,0,o,NA
travis,griffin school,NA,NA,NA,NA,8.08,9.48,o,NA
travis,harmony school of excellence,0.57,1.23,1.33,1.57,NA,NA,i,NA
travis,harmony science academy north austin,1.33,1.64,1.52,1.49,NA,NA,o,NA
travis,harmony science political austin,NA,0,0.37,2.01,NA,NA,o,NA
travis,headwaters school,NA,NA,NA,NA,21.5,17.11,o,NA
travis,hill country christian school of austin,8.78,8.42,8.33,9.06,11.84,10.77,o,619
travis,holy family catholic school,0,0,NA,0,0,0,o,NA
travis,hyde park baptist el,3.99,6.44,5.94,5.9,NA,NA,o,NA
travis,hyde park schools,NA,NA,NA,NA,2.58,3.02,o,NA
travis,kipp austin public schools inc,0.14,0.26,0.26,0.25,0.4,NA,i,4990
travis,kirby hall school,1.06,1.23,2.3,0,5.49,27.38,o,86
travis,lago vista isd,NA,NA,4.12,NA,NA,NA,g,1449
travis,lake travis isd,2.66,2.69,0.27,3.27,3.32,3.91,b,9825
travis,manor isd,0.98,1.05,3.53,1.26,1.29,1.17,b,8870
travis,montessori for all,NA,NA,8.68,8.08,9.79,9.29,o,377
travis,nyos charter school,2.34,5.24,5.42,5.39,5.21,10.12,i,958
travis,paragon preparatory school,2.92,2.35,1,0.95,1.53,NA,o,213
travis,pflugerville isd,1.1,1.29,1.43,1.4,1.38,1.63,b,24591
travis,primrose school of bee cave,NA,NA,1.17,NA,NA,NA,o,NA
travis,rawson saunders school,12.63,10.43,14.07,15.69,11.43,9.42,o,175
travis,redeemer lutheran school,6.5,5.14,5.04,5.13,4.93,1.97,o,503
travis,regents school of austin,6.69,4.8,7.4,8.52,7.63,8.18,o,997
travis,renaissance academy,NA,NA,4.23,1.34,2.44,1.32,o,NA
travis,san juan diego catholic high school,0,0,0.63,0,0,0,o,170
travis,st ignatius martyr sch,0,0,0,0,0,0,o,236
travis,st stephens episcopal school,0.3,1.6,1.6,1.46,1.18,1.9,o,688
travis,st theresa's sch,0,0,0,0,0,NA,o,405
travis,st. andrew's episcopal school,0.34,0.61,1.23,0.34,1.07,1.16,o,890
travis,st. austin school,0,0,0,0,0,0,o,217
travis,st. dominic savio catholic high school,0,0,NA,0,0,0,o,NA
travis,st. francis school,6.99,5.54,6.15,3.99,6.21,4.7,o,392
travis,st. gabriel's catholic school,0,0,0,0,0,NA,o,441
travis,st. louis school,0,0,0,0,0,0,o,228
travis,st. mark's episcopal school austin,NA,11.32,NA,NA,NA,NA,o,NA
travis,st. michael's catholic academy,NA,0,0.58,0.56,0,0,o,NA
travis,st. paul lutheran school austin,1.55,0.98,2.22,NA,NA,NA,o,NA
travis,texas empowerment academy,5.83,3.72,3.37,2.82,2.7,3.67,i,294
travis,texas sch for the blind & visually impaired,1.9,NA,0,0.64,1.4,NA,o,136
travis,texas sch for the deaf,1.47,1.68,NA,2.9,3.41,4.19,o,532
travis,the east austin college prep academy,NA,0.12,0,0,NA,NA,o,NA
travis,the excel center,NA,NA,NA,NA,0.46,0,o,226
travis,the excel center,NA,NA,NA,NA,0.46,0,o,226
travis,the excel center (for adults),NA,NA,NA,NA,0,NA,o,148
travis,the girls' school of austin,6.72,5.71,6.21,8,7.33,4.64,o,151
travis,the griffin school,NA,NA,4.4,7.37,NA,NA,o,NA
travis,the khabele school,NA,NA,20.63,22.08,NA,NA,o,NA
travis,the magellan international school,NA,NA,NA,NA,2.79,3.95,o,NA
travis,trinity charter school,0,0,0,0,0.17,NA,i,195
travis,trinity episcopal school,3.37,3.17,3.41,0.77,3.39,2.81,o,513
travis,university of texas at austin h s,NA,NA,NA,0,0,NA,o,0
travis,university of texas elementary charter s,1.55,1.89,2.65,3.04,3.79,NA,o,256
travis,university of texas university charter school,NA,NA,1.37,NA,1.09,NA,o,589
travis,veritas academy,14.7,12.31,18.15,8.51,14.96,21.3,o,500
travis,wayside schools,5.21,4.08,3.8,3.81,8.08,8.44,o,1991
trinity,apple springs isd,1.54,2.22,0.54,1.61,0,2.23,h,187
trinity,centerville isd,0,0,0,0,0,0,h,115
trinity,groveton isd,0.14,0,0,0,0,0.68,h,766
trinity,trinity isd,0.42,0.78,0.77,0.57,0.75,0.93,g,1252
tyler,chester isd,0,1.12,0,0,0,0,h,194
tyler,colmesneil isd,1.43,1.21,1.58,2.21,2.95,3.36,h,475
tyler,spurger isd,0,0,0.26,0.83,0.54,1.28,h,401
tyler,warren isd,1.19,1.01,1.02,0.33,0.58,0.81,g,1273
tyler,woodville isd,0.48,0.63,0.4,0.45,0.96,0.56,g,1305
upshur,big sandy isd,5.46,4.87,4.51,3.72,4.15,4.7,h,721
upshur,gilmer isd,2.84,0.85,1.29,0.82,1.03,1.28,d,2418
upshur,harmony isd,1.13,1.29,0.87,1.22,0.84,0.86,e,1101
upshur,new diana isd,0,0.1,0.41,0.5,0.67,0.75,d,1080
